Brand,Origin,Country,Date,Rating,Text,Platform,Sentiment
Tesco,Local,UK,2025-05-10 00:00:00,5,"very honest staff - twice i have left a purse and credit card at the checkout and they were there awaiting my collection. i was amazed and delighted. shopping has good variety and good value with tesco card. 
 deli section needs improvement and sushi needs to go.",Google,Positive
Tesco,Local,UK,2025-03-10 00:00:00,5,great superstore with sweet and helpful staff!,Google,Positive
Tesco,Local,UK,2025-02-10 00:00:00,5,"really happy with my experience today! had a good range of bakery products, and loved the inclusion of vegan croissants and pain au chocolat (the reason i came!). the prices seemed actually good compared to what i was expecting and the ...aria-label: read more of laura dickens's review | more",Google,Positive
Tesco,Local,UK,2025-01-10 00:00:00,1,customer service is non existent in that shop . staff are rude and condescending. left my shopping and went elsewhere.,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,2,"this store doesn't rank highly on my list of places to shop. while the older layout is functional, it feels dated and doesn't create an inviting atmosphere. the product range is quite limited, which is disappointing as it leaves little ...aria-label: read more of brandon london's review | more",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,5,"ty was extremely helpful, he helped me get a steak when there was literally none left in the shelf and i was cravingggg it after a 12 hour shift :). he was incredibly friendly and kind. i will definitely keep shopping here !!",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,love tesco. what is there not to love?,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,2,the photo booth is out of of order since a long time.,Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,4,i was in tesco (lewisham) this morning. i was looking for gillette razors but the ones i wanted were not on display. i asked the lady working on health and beauty if they were in stock. she went into the stockroom and brought back what i ...aria-label: read more of william nugent's review | more,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,best prices,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,the worse experience ever. i made my online order during the week to be delivered on saturday as sunday was my birthday. my order has been cancelled without giving a reason 3 hours before the delivery time on the day which is unacceptable. ...aria-label: read more of klaudia bielasta's review | more,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,4,"this is a great store, always well stocked, clean and organised. self checkout can be a bit slow though (why are there always multiple selfservice tills closed even when it busy?) and there is a chronic lack of shopping baskets as well which is annoying...",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,3,where are the bloody baskets????,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,1,ridiculous service! pitiful how favourism goes around here. the bakery lady was hiding reduced items and offering to selected customers only 🤣.next time might have security guard allowing such selected customers only.,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,2,"it's usually very well stocked and i usually find what i need. but where are the baskets?? every time i come in, i need to walk all the way to the cashiers to find one. the staff don't seem to bother bringing baskets to the entrance like any supermarket would do... it's very annoying",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,2,till staff are really rude. i won't bother coming back to this store as everything seems to be broken,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,1,"edited review. this store is a joke. 
 i'll try and avoid going on one on this devious, lying, money hungry company in general and try to stick to this store. ...aria-label: read more of hexx iztenze's review | more",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,5,friendly staff. i love this store. kelly in customer service is a rock star!,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,value for money 💰,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,"unpleasant girl at self checkout this morning, this is my first and last visit to lewisham tesco",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,1,"i was doing my shopping yesterday and witnessed one of the staff members on till being very rude and disrespectful to a customer. he blatantly told the customer to ""shut up"" and said he was ""doing them a favor"" for scanning his items while ...aria-label: read more of georgina alice's review | more",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,1,one of the staff started to clear my basket away 20 seconds after i put it down to go and get something from a different aisle.he also threw it into one of the open fridges to move it out of the way. very concerning,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,"during a recent visit to tesco superstore at lewisham, i suddenly felt unwell and dizzy while making a purchase. one of the staff members quickly noticed and went above and beyond to assist me. she offered me a chair, called for medical ...aria-label: read more of winifred cook's review | more",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,4,"love this store, they take care of my needs",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,4,there's quite a bit of parking outside. it only ever gets really full around the christmas period. ...aria-label: read more of j l's review | more,Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,1,i was running around for 15 minutes trying to find entrance and couldn't.. google maps not helping as showing to go around ...had to give up to catch train but it was absolutely ridiculous.. i followed their signs but it's telling you entrance this way and you go on but then you go right out by the exit..,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,4,"it's tesco... selection of food isn't too great in my opinion, but prices seem to be competitive when compared to others",Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,1,absolutely poor website worse than sainsbury's who are utterly useless as well. you can only order 3 packs of water with tesco. joke. stopped using immediately when this was apparent. lost a potential long term customer tesco!,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,2,not the first time shopping here but the first time using their car park. top level carpark is always full and a mess when the buses are parked up and trying to exit. decided to use the lower underground level car park.... let me tell you ...aria-label: read more of vanessa allen's review | more,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,1,"i have been robbed by cashiers in this store for over 20 pounds or more within the space of two weeks. they enter the most expensive item in my basket twice, the last time this happened i checked my receipt in the store. but today like the ...aria-label: read more of stella amono's review | more",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,"navin is one of the senior members of the team. this is going back 4 or 5 weeks ago. having to come throught after work. explained one of my kids left shopping bag when my mrs came earlier that day and when they got home, one bag was ...aria-label: read more of imran shafi's review | more",Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,5,amazing!! truly a superstore,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,"no baskets. few tills open and half of self service not working. poor service and staff attitude.. shelves poorly stocked and little choice. 
 probably the worst tescos i have been to.",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,5,"big tesco with great stock, parking and little queue despite being always busy",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,4,"good collections of different flavours of foods. small selection of clothes. 
 toilets are clean 
 1hour 30 min parking time",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,3,"1) there is nearly everything here that you could want to buy for regular grocery shopping and yet there is no, pitta bread. we have enquired and even witnessed others asking about where the pitta bread is, and the answer is they simply do ...aria-label: read more of charlie alderwick's review | more",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,3,no cafe to have breakfast and lunch,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,4,"love this tesco 
 nice and big 
 the security guard always has a smile on his face and is the best person to see ...aria-label: read more of amy may's review | more",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,4,"tesco lewisham superstore is located at 290, 290a lewisham rd, london se13 7pa, uk. there are plenty of goods with reasonable prices here. we love to shop at this superstore.",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,4,it is a supermarket where you go to do mostly food shopping what more can you say.,Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,5,brilliant peopke who genuinely like helping customers!,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,i have various issues due to disabilitys and the staff were very helpful and understanding.,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,10/10 staff here. needed to find some sesame seeds and jason had me sorted in under a minute. thank you!!,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,staff are so amazing and helpful here at this store,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,quick and easy food shopping here.,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,"last easter i got locked in the entrance from the car park for an hour. the store was open and i must have been visible on cctv; i banged on the doors, i called customer services, i even called the police, nothing. i have severe anxiety and ...aria-label: read more of kate lyons's review | more",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,2,this store used to be good - but in the last few months their stock levels have deteriorated badly.,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,1,"so upset with my recent experience, once a week i go tesco and do a very large shop. on this occasion before opening my sandwich filling i noticed the dates on the back! ...aria-label: read more of s ""s.y."" y's review | more",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,1,"i go to store: 2821 every day after work to buy my dinner but every time the checkout staffs are very rude, that is why the self checkout station always long queue and no people want to go to the normal checkout till. today 13/02/2023 at ...aria-label: read more of chaiyong brahmawong's review | more",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,1,horrible experience!! cashier ade.(i can't remember his full name)is very rude and aggressive. i found most new cashiers are very friendly but most cashiers worked there for a long time are bad customer service.,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,5,"positives : free parking up to 3 hours for customers , staff are helpful and smiling when i went friday during midday lunch times.. ...aria-label: read more of btsecurity services uk's review | more",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,"i went to tesco this morning with my husband. after 1.5h of shopping we were totally freezing . all the staff were wearing hats and gloves and jackets. you put the prices up on almost every product yet cannot ""afford"" heating ? inhumane treating of your staff will be reported to acas. i wont be coming back anytime soon.",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,1,shocking and disgraceful. the heating wasn't on. staff were frozen and so were the customers. lots of the staff were elderly too. truly awful.,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,4,"many products replaced now with cheaper alternative one's. seen prices growing weekly and hitting the pocket. see people buying full carts to resell in their stores. shelves with fresh vegetables, fruits and herbs often empty. not much ...aria-label: read more of natasha klichko's review | more",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,all are always fully stocked and mega conveniently situated for me.,Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,2,make more self service check outs for cash,Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,3,"had a weird smell in the store. also made uncomfortable by the amount of eyes watching what you are doing. 
 got what i needed and that's all that matters",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,1,never got stock on shelves only two tills open aswell going down hill rapid needs a new manager to get there staff in order,Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,5,this is one of my favourite shopping place,Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,1,"by far the worst place i've seen. 
 treating the customers as thiefs . 
 workers and managers have no clue about how to treat the customers.",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,1,monday noon and shelves still empty!!!!! well done tesco!!!! 👏 worst tesco extra i have ever seen in london!!!!!,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,3,been living right next to this tesco for around 6 months. it's not bad but the shelves are not stocked hugely well resulting in having to go to sainsbury's in the shopping centre to get the remaining groceries. very few small trolleys and not usually many tills open at once. it's handy that's it's open late on weekdays though,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,2,"tesco 
 29/9/22 @ 2100 
 no small trolleys = only big 1 ?! = i asked security about this & he was talking ...aria-label: read more of m *'s review | more",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,good place to get groceries.,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,3,ok there was no query at the checkout,Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,5,everyday is different. lovely place to shop,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,2,"this store is general good and you can find mostly the things you need. and it's good to see that they've finally hired some new, genuine and polite staffs in the past 12 months, but you can still find the other usual staffs here who are ...aria-label: read more of jack brows's review | more",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,"five years ago i stopped shopping at tesco lewisham because of the rudeness of their staff, with hopes that they have changed their ways i went back for small shopping trips at tesco this week. ...aria-label: read more of d mason's review | more",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,4,easy experience. support received from shop staff to check out on self serve til.,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,"wide range of products and good customer service. they also have toilet for customer and place for used batteries, ink cartridges, water filters",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,store is huge but is always empty! how shocking and disappointing this is! there are huge developments (residential apartments) around lewisham being build not sure how this store will cater for this amount of new residents,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,4,"nothing new, feels like it's loss a bit of shine if you know what i mean.",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,5,big and many things to buy,Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,1,self service checkout staff (who work on sunday )she is so rude,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,4,it's been a month now where the shelves are mostly empty or limited either they a having a closing down sale or it has really bad management issues,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,4,"the store is very convenient for me, the staff are always friendly and helpful and i can normally find whatever i need on the shelves. my one caveat is about the lack of serviced tills, one of the pleasures was to go through the checkout ...aria-label: read more of edward s's review | more",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,literally think this is the worst tesco i've been too they had a que off 25 people today at the self checkouts and only half open which is standard. ...aria-label: read more of callum s's review | more,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,4,local tesco around the corner nearby which is very convenient. although at times it can be busy after working hours and the self check outs start forming massive queues yet i don't understand why there isn't many main tills open or fully ...aria-label: read more of kin l (kin)'s review | more,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,twice a month without fail i do my shopping here,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,large range of products on offer and easy to navigate.,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,i would like to know why tescos staff are so rude to the gorilla staff of which my son is a rider what is your tesco's staffs problem they are there to work and earn a wage just like everyone else i will be ringing head office totally unexceptable behaviour,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,3,"it was really cold night at 11 l was looking for a sma milk for my little baby, 
 no stor was open . 
 i live in bromley, ...aria-label: read more of صلاح مذحج قحطاني's review | more",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,its good .close 12am,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,"love tescos lewisham. well stocked,good prices. best of all friendly staff.",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,excellent shop you find everything.,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,excellent value for money,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,3,a really good stores just barely any workers and one of them were really rude.,Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,1,staff look so miserable and fedup they never have all the tills open fedup of waiting around to pay for stuff and nothing u buy to eat in there store is really fresh at all they are liars the prices are awful u pay so much in supermarkets now but food is so small i'm size they proper rip us of not blue for money at all,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,4,not bad store but need some upgrade.,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,i absolutely love tesco.. the food is awesome ..so fresh and clean..and the people are wonderfully kind and helpful..fabulous ..just fabulous ..⚘,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,2,i regularly shop at this store and almost every time i go there are no baskets for customers. you will often see customers having to search for them among the self service tills or other checkouts. i have mentioned this to tesco customer ...aria-label: read more of mike c's review | more,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,5,"good customer service, the petrol ⛽ station is very spacious.",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,2,"it's an absolute disgrace. two tills open on a friday evening, one for cash the other card. no trolleys to be found. out of date items on the shelves. i wouldn't bother going there again. not a very well managed store.",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,1,scan as you pack' and self service tills chaotic and embarrassing with use. the managers and management are disrespectful.,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,5,great,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,"friendly staff, great produce, good prices",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,3,"has what you need most of the time, staff vary drastically, security and older staff are usually more helpful than you youthful and able bodied members but then again the guy that looks like he gets the blame for any work unfinished never ...aria-label: read more of beau greaves's review | more",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,there's only to self-service tills where you can pay cash and about 10 people in front of you at most times,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,5,"always get what i need for a good price, parking sometimes is a problem but usually moves fast.",Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,5,"i went to tesco today ( sunday ) and it was very organised and clean. everyone who worked there was wearing a mask. i was very happy with the cashier joan, she was a lovely lady, very friendly and caring and even though she is a bit older than her colleagues she was really fast. i left with a smile and hope to see her soon again.",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,4,super store!savings for club card holders.no section for clothing.,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,4,nice atmosphere and sometimes competitive prices,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,"i go to this store every day i am absolutely shocked by the attitudes of one of the shop assistant at the costumer service today in between 19.00 to 19.30 pm 
 i went to use the coin machine and when i went to the costumer service with the ...aria-label: read more of alejandra nunez's review | more",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,4,just ok,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,"the store is so bad organised you can't even get a paper in the morning,if you want a store to not find what you need this is the one.",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,1,"my partner and i entered lewisham road tescos on 19/01/21 at approx 21:45 with a (supervisor/team leader) named dave aggressively walking toward us, mainly trying to intimidate my partner; sternly asking 'where's your masks?, your not ...aria-label: read more of keeta ren's review | more",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,4,"lots of variety. 
 great layout 
 club cards point deals are great especially with the alcohol. ...aria-label: read more of rebekah l's review | more",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,4,"one of the large grocery store in this area! variety of products is so so ,price is normal , parking is free .",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,4,"big tesco with large car park lots of disabled spaces and plenty of parent/toddler spaces. generally well laid out with a good range of food, toiletries and housewares. small music book and greetings card section. there are covid protections in place and the staff are all very helpful. there is a petrol station attached.",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,4,good customer service,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,"went for 2 items, out of stock",Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,5,it is amazing because i got some good toys.,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,3,"variety of products, but costumers services not the best ...",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,5,"i love this tesco, the staff are very polite , helpful and professional. the staff all seem mature. they have a wide variety of food selection, i always get what i go there to buy. i love the fact that people are made to sanitize/wear masks ...aria-label: read more of janet lesly's review | more",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,"very organize, all products available. but need extra person on customer service/ front counter .",Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,1,queues round the block and not enough staff,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,1,we have been told not to carry cash since march. so why in the world is this apparently the only supermarket in london that has coin operated trollies? it appears £tsco would rather we got covid then they unlock the trollies and let a few tramps have something to carry their possessions in,Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,1,cashier on till 9 more concerned about how many customers she has waiting and going at a very slow pace whilst cashiers on 7 and 12 flying through maybe she should leave if she can't handle the job. it's coming up to christmas. now moved her to a more willing cashier,Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,1,"very poor costumers service, staff seem to be confused about simple laws like looking at an id and personal space during a pandemic!! as a regular customer i am appalled by how long they have made a simple task be. will sadly return as you are local",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,4,great store with a lot of different options. very well stocked with big vegan/free from offering.,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,great store,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,3,"good location but sometimes, not all the items, i want to buy are in this store.",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,3,"good mall, decent choices, could do with more frequent shelf top up...",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,4,"every time i visit this tesco stuff has moved from where it used to be. the staff are always helpful when i ask for assistance. i show them the product on my phone, they look it up on their little handheld device, and within around thirty ...aria-label: read more of lucy yu's review | more",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,"a hypermarket that provides everything for personal, family and home use and consumption.",Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,5,"perfect location, i always find parking here. the staff are really helpful. good selection in store and always have what i need.",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,4,i have been a loyal customer to tescos for over 15 years. lewisham tesco welcomes everyone and treat all their customers fairly; always willing to listen and take on board constructive concerns. they are certainly doing something right for ...aria-label: read more of woman of substance's review | more,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,"big parking space,clean in and out of the store.",Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,5,handy and friendly,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,3,it has food but you will be queuing,Google,Neutral
Tesco,Local,UK,2024-12-10 00:00:00,4,"ample parking space, easily approachable on lewisham road both from blackheath road as well as from lewisham town centre side. 
 the aisles are sufficiently wide and is not crowded most of the times. 
 being a superstore, there's choices available in terms of brands and sizes.",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,"tesco sold bad turkey, when i returned poultry. the customer service team were so unhelpful or better rude. how can this be!! selling bad poultry, then being rude. if i would cooked the turkey, i could of ended in hospital or been really ill. i guess tesco do not care of there customers health.",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,4,my local supermarket. staff are pretty ok. vegan options are fairly good.,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,4,"great store, always fairly respectable, always helpful staff",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,friendly and helpful staff. large selection of brands to choose from. well stocked shelves. always come out with more than i went in for.,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,2,"pros: good selection, good prices, the produce is pretty fresh. 
 cons: the freezers break all the time, and more often than not when you go in ...aria-label: read more of richard sharp's review | more",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,"got to be the worst tesco in the uk. 
 treat their customers with contempt, illustrated by the way management allow shopping baskets to be left directly on the filthy ground. ...aria-label: read more of ben bacon's review | more",Google,Negative
Tesco,Local,UK,2024-12-10 00:00:00,3,"it's ok, get what you want like most of the tesco's",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,4,great store large selection of everything,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,3,"super expensive, fish not always on top",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,4,"can't believe i'm writing a positive review for a tesco. checkout staff are 5* super nice, but where are all the baskets? does someone eat them?",Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,5,i love this store. very useful. i live not far from it and have been using it for more than nine years. friendly employees and good quality products. thank you,Google,Positive
Tesco,Local,UK,2024-12-10 00:00:00,1,so i have been debating whether to write this and after yet another annoying experience i decided to. so there are never any baskets at the door after you finish work as they are always at the end of each of the tills. so you have to ...aria-label: read more of paul mclaughlin's review | more,Google,Negative
